order_id,product_name,category,brand,color,size,gender,material,season,unit_price,discount,quantity,total_sales,order_date,shipping_date,region,payment_method,order_status,customer_rating,return_reason
ORD-45316,Dress Grey,Dress,Puma,,2XL,Kids,Polyester,N/A,332.11,8%,19,5805.28,17-09-2023,"October 01, 2023",Kuwait,Cash,Delivered,4.5,Wrong size
ORD-72516,Jacket Blue,Jacket,Levi's,Blue,XXL,Men,Cotton,Spring,174.30,19%,1,-141.18,25-10-2024,2024-11-07,Beirut,Cash,Returned,2.9,Defective
ORD-35748,Jacket,Jacket,Adidas,Yellow,M,both,Leather,Winter,463.37,1%,3,,"June 16, 2022",2022/06/23,Alexandria,Cash,Processing,1.8,
ORD-83868,Hoodie Brown,hoodi,H&M,,XS,KIDS,Denim,Summer,463,43%,20,5276.15,"November 26, 2024",2024-12-02,Casablanca,Cash,Pending,,
ORD-59157,Skirt Pink,Skirt,Gucci,Pink,XS,Women,Wool,Winter,347.01,32%,10,,10-10-2022,N/A,Bayrut,Cash,Cancelled,3.7,
ORD-78957,Jeans Brown,Jeen,Forever21,Brown,XL,Women,Polyester,Summer,33.05,48%,8,137.49,"August 17, 2023",20/08/2023,Dubai,Installment,Processing,2.1,
ORD-75390,Blazer Green,blazer,Puma,,  XL  ,UNISEX,Cotton,Winter,339.31,24%,18,4641.76,2023-05-12,19-05-2023,Kuwait City,Online,processing,3.4,
ORD-18876,  Sweater  ,sweater,Gucci,Red,XS,Women,Polyester,Spring,278,0.19,3,675.78,02/04/2022,"April 05, 2022",الرياض,Online,Cancelled,3.7,Changed mind
ORD-48455,Jeans,Jeen,Forever21,Green,small,Kids,Wool,Summer,$458.29,26%,5,1695.67,12-09-2023,12-19-2023,Amman,Debit Card,Cancelled,4.4,
ORD-76176,Jacket Black,Jacket,Zara,Black,XLARGE,Women,Denim,Summer,434.57,0.28,13,4067.58,22/01/2024,,تونس,Installment,Pending,5.0,Changed mind
ORD-88612,Shorts Pink,Shorts,Nike,Pink,Sm,Men,Leather,Winter,359.01,25%,NULL,4039,2024-11-01,"November 08, 2024",Beirut,Installment,Cancelled,1.4,
ORD-51107,Sweater Blue,Swater,Uniqlo,Blue,S,uni,Polyester,Summer,480.35,,4,1248.91,10-10-2023,"October 23, 2023",Casablanca,Credit Card,Returned,10,Changed mind
ORD-14293,Shorts Grey,Shorts,h&m,Grey,X-L,Women,Leather,Spring,400.00,20%,7,2240.00,N/A,07-07-2024,Cairo,Installment,Delivered,2.0,Late delivery
ORD-25169,Coat Grey,Coat,Adidas,,S,UNISEX,Nylon,Spring,84.55,22%,7,,2023-10-31,,Doha,Credit Card,Pending,3.9,Wrong size
ORD-75880,T-Shirt,T-Shirt,Mango,Green,XL,Men,Leather,Spring,171.07,13%,15,2232.46 USD,16/03/2022,18-03-2022,Kuwait,Cash,cancelled,4.6,
ORD-90393,Coat Red,coat,H&M,Red,S,Women,Nylon,Spring,$374.80,25%,7,1967.70 USD,"January 04, 2023",2023/01/11,Cairo,Online,Processing,,Defective
ORD-87447,Hoodie Brown,hoodi,Levi's,Brown,XXL,female,Polyester,Summer,329.84,0%,17,5607,N/A,,DUBAI,Installment,Processing,4.7,Defective
ORD-17370,Skirt Purple,Skirt,Mango,Purple,  XXL  ,both,Cotton,Autumn,141.32,11%,3,377.32,2024/08/16,,Riyadh,Cash,Cancelled,3.6,
ORD-99711,Blazer Brown,Blazer,Levi's,Brown,XL,UNISEX,Polyester,Spring,236.59,,17,3820.93,2022-03-28,,Riyadh,Credit Card,Delivered,4.9,
ORD-17799,Jeans Brown,Jeans,Puma,Brown,XS,kids,Polyester,Summer,362.05,22%,7,$1976.79,28-06-2023,2023/07/01,Tunis,Credit Card,Processing,1.6,Defective
ORD-71256,Blazer Pink,BLAZER,Levi's,Pink,MEDIUM,Men,Cotton,Spring,77.10,26%,7,399,,2023-10-14,Tunis,Installment,Cancelled,,
ORD-68416,Sweater Black,  Sweater  ,Puma,Black,sm,Men,Silk,Winter,273,20%,-1,218.54,01-10-2024,"January 12, 2024",dubai,Online,Processing,3.1,
ORD-20570,Skirt Blue,skirts,Zara,Blue,XLARGE,Kids,Wool,Summer,322.08 USD,41%,,2280.33,2023-01-15,"January 23, 2023",Beirut,installment,Returned,2.7,
ORD-61168,Jacket,jacket,Nike,Blue,XS,Men,Silk,Summer,479.27,,7,2113.58,2024-10-04,10-15-2024,Dubai,Online,pending,2.9,
ORD-55690,Kot,Coat,Puma,Pink,XLARGE,Women,Nylon,Summer,480.20,11%,14,5983.29,2022-07-29,08-05-2022,TUNIS,installment,Delivered,4.9,Changed mind
ORD-39027,Hoodie Blue,HOODIE,Puma,Blue,xs,child,Cotton,Autumn,365.44,11%,15,$4878.62,06-29-2023,,Casablanca,Credit Card,Returned,3.7,Late delivery
ORD-58326,Shorts Yellow,Shorts,Mango,Yellow,Sm,KIDS,Wool,Summer,124.81,2%,18,$2201.65,"May 30, 2023","June 06, 2023",  Riyadh  ,Credit Card,pending,1.1/5,
ORD-56372,Skirt Pink,Skirt,Zara,Pink,xsmall,Unisex,Denim,Autumn,283.08,0%,-16,4529.28,06-13-2024,06-15-2024,Kuwait,Credit Card,Delivered,3.3/5,Changed mind
ORD-72259,Jaket,Jacket,Mango,Pink,S,Children,Denim,Winter,48.68,0.29,17,587.57,"October 11, 2022","October 23, 2022",Amman,online,Returned,2.0,Defective
ORD-95529,Skirt Yellow,SKIRT,Levi's,Yellow,XXL,Women,Denim,Summer,233.75,28%,5,829.81,2022-05-11,N/A,القاهرة,Debit Card,Delivered,,
ORD-31482,T-Shirt Black,T-Shirt,Levi's,Black,XL,child,Nylon,Autumn,415.13,22%,10,3238.01 USD,05-30-2022,,Tunis,Online,Pending,3.7,Wrong size
ORD-76454,Sweater Red,Sweater,Puma,Red,XS,F,Denim,Winter,187.35,26%,,1802.31,2022/01/07,17/01/2022,  Beirut  ,Cash,Pending,1.6,
ORD-15071,Hoodie White,Hoodie,Levi's,White,lg,Kids,Silk,Winter,327.68,14%,11,,06/10/2024,"October 12, 2024",Tunis,debit card,cancelled,3.2,Wrong size
ORD-40373,JACKET,Jacket,Nike,Blue,XL,childrens,Cotton,Summer,365.87,27%,NULL,4807.53,27-07-2023,07-30-2023,Doha,Debit Card,Delivered,3.2,
ORD-97189,Huddie,Hoodie,Puma,Purple,XXL,Men,Wool,Summer,499,20%,16,6384.90,"January 31, 2022","February 13, 2022",riyadh,Cash,Cancelled,8,
ORD-15432,Dress Blue,Dress,Nike,Blue,XLARGE,Women,Denim,Autumn,98.36,46%,1,53.11,2024-09-16,2024/09/24,Kuwait,Cash,Processing,2.2,Changed mind
ORD-67966,T-Shirt Red,T shirt,Puma,Red,M,UNISEX,Polyester,Summer,249.90,20%,7.0,1399.44,2024-02-03,12/02/2024,Doha,Cash,Pending,3.1,Late delivery
ORD-39104,Coat Green,Coat,Adidas,Green,XL,men,Denim,Summer,-64.26,8%,6,354.72,2024/09/20,2024-09-29,CAIRO,Installment,Returned,10,Late delivery
ORD-22438,Blazer Purple,Blazer,Mango,Purple,SMALL,female,Wool,Summer,213.59,35%,2,277.67,19/04/2024,,RIYADH,Online,Delivered,4.8,Late delivery
ORD-17138,Skrt,SKIRT,Zara,Brown,xs,Men,Leather,Summer,98.65,6%,3,278.19,2022/08/04,16-08-2022,Beirut,Online,Returned,3.5,
ORD-77613,Huddie,Hoodie,Mango,Black,L,UNISEX,Polyester,Winter,186.11,15%,17,2689.29,2024-10-25,"October 29, 2024",Alexandria,Online,Cancelled,2.8,
ORD-91508,Jeans Blue,Jeen,Uniqlo,Blue,S,Women,,Winter,481.17,16%,3,,"October 10, 2024",N/A,Dubai,Cash,Returned,2.4,Wrong size
ORD-91280,T-SHIRT,t_shirt,Adidas,Brown,S,Kids,Linen,Winter,253.46,41%,2.0,-299.08,2024/05/04,,Riyadh,Credit Card,Cancelled,4.6,Changed mind
ORD-96767,Jeans White,Jeans,Gucci,White,M,Children,Wool,Winter,337.75,32%,1,$229.67,,01/09/2024,Amman,Cash,Delivered,1.6,Changed mind
ORD-29545,Hoodie Purple,Hoodie,MANGO,Purple,S,Kids,Wool,Summer,64.33,2%,17,-1071.74,N/A,2022-01-24,Kuwait,Credit Card,Pending,1.7,Late delivery
ORD-50410,Coat Pink,Coat,Gucci,Pink,L,  Men  ,Nylon,Spring,174.97,25%,13,1706,06/06/2023,06-14-2023,DUBAI,Debit Card,delivered,1.1,Defective
ORD-75612,Shorts,Short,Forever21,Grey,XL,Kids,Linen,Spring,EGP 153.74,48%,,1119.23,11-24-2022,01/12/2022,Riyadh,Credit Card,Cancelled,4.3,Defective
ORD-31188,Coat White,Coat,H&M,White,M,Men,Nylon,Autumn,,17%,16,2798.89,2023-02-03,,DUBAI,Online,delivered,4.3,Wrong size
ORD-19265,Jeans Red,  Jeans  ,H&M,Red,XL,UNISEX,Leather,Autumn,432.52,37%,12,$3269.85,01-21-2024,N/A,Cairo,Installment,Cancelled,1.2,Changed mind
ORD-98295,Shorts White,Shorts,Mango,White,XS,Unisex,Cotton,Summer,42.77,34%,,564.56,2023-12-06,12-10-2023,Casablanca,Online,Delivered,8,Changed mind
ORD-89185,Jeans Yellow,Jean,H&M,Yellow,  M  ,Kids,Cotton,Summer,207.69,,12,1993.82,24/11/2023,,Alex,Debit Card,Delivered,3.7,Changed mind
ORD-20407,Skirt,Skirt,Forever21,Purple,M,male,Denim,Winter,$473.78,0.19,,2302.57,2022-12-18,12-26-2022,Kuwait,Cash,Returned,2.3,
ORD-11338,Jacket White,Jaket,Forever21,White,L,M,Denim,Winter,166.38,24%,NULL,379.35,29/12/2022,01-09-2023,CAIRO,Installment,Returned,2.2,
ORD-37673,Sweater,Sweater,H&M,Pink,XL,Unisex,Linen,N/A,$349.51,15%,11,3267.92,"March 28, 2022",,Amman,Credit Card,Cancelled,4.3,Changed mind
ORD-15940,Shorts White,Shorts,Adidas,White,XXL,Kids,Polyester,Spring,251.11,42%,5,$728.22,2022/04/02,13-04-2022,Casablanca,Debit Card,Returned,2.3,
ORD-13121,Blazer Black,blazer,Adidas,Black,XXL,both,Nylon,Winter,349.68,9%,1,318.21,N/A,2024-07-18,Beirut,Online,Processing,4.7,
ORD-32324,T-Shirt,T-Shirt,Puma,Yellow,X-S,Men,,Summer,EGP 136.79,24%,-1,103.96,2023-02-23,2023/03/01,kuwait,Credit Card,Cancelled,4.1,Changed mind
ORD-12327,Jacket White,Jacket,Gucci,White,XLARGE,Kids,,Winter,62.02,3%,6,,06-20-2024,29-06-2024,Doha,Credit Card,Processing,1.6/5,
ORD-20701,Dresses,Dress,Adidas,White,M,Unisex,,Winter,138.65,33%,17,,07-19-2022,2022-07-26,dubai,Installment,Returned,4.3,Defective
ORD-31161,Skirt Green,SKIRT,Forever21,Green,  L  ,Kids,Silk,Winter,406.69,9%,6,-2220.53,07-03-2022,2022-07-16,CAIRO,Cash,Delivered,3.1,Changed mind
ORD-94297,Hoodie,  Hoodie  ,Adidas,White,xs,MEN,Polyester,Summer,335.52,31%,16,3704.14,02-03-2022,08-03-2022,Dooha,Installment,Returned,3.1,
ORD-64377,Jacket Grey,Jacket,Gucci,Grey,XS,Unisex,Silk,N/A,49.48,8%,13,591.78,2023/03/15,17-03-2023,تونس,Debit Card,Processing,3.8,
ORD-94213,Jacket Red,Jacket,H&M,Red,L,Kids,Nylon,Autumn,422.85,25%,9,2854.24,"November 06, 2024",,Amman,Debit Card,Delivered,2.9,
ORD-24957,Blazer Pink,Blazer,H&M,Pink,sm,Child,Wool,Summer,$77.73,5%,20,1476.87,"June 06, 2024",20-06-2024,Beirut,Installment,Delivered,4.1,
ORD-54627,Hoodie Purple,  Hoodie  ,Adidas,,M,child,Polyester,Winter,EGP 492.74,0.34,15,4878.13,2022/08/03,04/08/2022,Dubai,Credit Card,Returned,1.5,Defective
ORD-55237,Coat White,Coatt,Gucci,White,M,Unisex,Silk,Winter,284.64,47%,9.0,,,24/02/2024,تونس,Online,Cancelled,2.2,Changed mind
ORD-76858,Blazer Red,Blazer,Zara,Red,S,Kids,Polyester,Winter,449.15,27%,,1639.40,"January 28, 2022",2022-02-06,Alexa,Debit Card,Delivered,2.2,Late delivery
ORD-29797,Sweater,Swater,Uniqlo,Grey,M,Kids,Silk,Spring,57.90,6%,11,598.69,04-05-2022,"May 15, 2022",Kuwait,Cash,Delivered,4.3,
ORD-35331,Jeans Red,denim pants,Uniqlo,,l,male,Leather,Spring,488,22%,18,6854.19,2024-06-18,28/06/2024,Aman,Installment,Pending,3.0,
ORD-64160,Coat Red,  Coat  ,Adidas,Red,med,Woman,Polyester,Winter,$296.41,,6,,2023-01-05,2023-01-17,Doha,Cash,Returned,1.1,Changed mind
ORD-81806,JEANS,Jeans,Forever21,Grey,XXL,Unisex,Cotton,Autumn,426.86,40%,,768.35,20-01-2022,29-01-2022,تونس,Credit Card,Cancelled,4.5,
ORD-98546,Skirt Brown,skirts,Zara,Brown,XXL,  Men  ,Wool,Winter,282.64,20%,11,2487.23,2024-01-24,"January 29, 2024",Dubai,Credit Card,Processing,2.6,
ORD-49547,Hoodie Green,Hoodie,Levi's,Green,XXL,childrens,Silk,Summer,173.26,49%,19,EGP 1678.89,2023-05-21,2023-05-28,Kuwait,Cash,Returned,2.9,Defective
ORD-42913,Huddie,Hoodie,H&M,Black,L,kids,Denim,Spring,88.81,10%,15,1199,2022/01/16,,Cairo,Cash,Returned,3.4,Changed mind
ORD-34533,Dress White,Dres,Puma,White,xlarge,Female,Silk,Spring,EGP 450.75,48%,14,3281.46,"September 16, 2022",2022-09-19,الدوحة,Cash,Pending,2.0,
ORD-78388,Jeans Grey,Jeans,Levi's,Grey,L,Men,Nylon,Spring,39.09,14%,18,,2022-07-12,2022-07-16,عمان,Cash,Returned,4.6,Late delivery
ORD-30261,Sweater Purple,sweater,Gucci,Purple,S,Women,Silk,Spring,189.53,39%,18,2081.04,2022-02-06,2022-02-12,amman,Installment,Pending,4.3,Late delivery
ORD-65382,Blazer Green,Blazer,levi's,Green,2XL,Women,Linen,Spring,249.92,0.44,16,2239.28,16/05/2024,2024-05-18,Tunis,Installment,Returned,2.1,
ORD-68423,Jeans Purple,Jeans,Zara,Purple,XS,male,Denim,Summer,452.46,46%,20,4886.57,07-07-2024,16-07-2024,الرياض,Online,Delivered,,
ORD-25596,Jeans Yellow,Jeans,h&m,Yellow,XS,women,Silk,Winter,417.08,5%,14,5547.16,04-02-2022,12/02/2022,tunis,Cash,Cancelled,1.2,Changed mind
ORD-10583,Coat Brown,Coat,Nike,Brown,S,men,Leather,Spring,484.08,5%,4,-1839.50,2022/12/19,,Cairo,Credit Card,Returned,9,Changed mind
ORD-11553,jeans,Jeans,Forever21,Pink,S,Men,Denim,Spring,138.73,23%,8,854.58,N/A,15-08-2022,BEIRUT,Online,Processing,1.6,Changed mind
ORD-23801,Coat Yellow,COAT,Puma,Yellow,XL,Men,Denim,Spring,215.33,11%,10,,17/06/2023,06-23-2023,كازابلانكا,Cash,Returned,3.1,
ORD-88864,Jeans Pink,Jean,Uniqlo,Pink,L,Kids,Nylon,Autumn,151.83,28%,15,1640,16-09-2023,2023/09/21,Tunis City,Credit Card,Returned,3.4,Late delivery
ORD-57706,Blazer Yellow,Blazer,Mango,Yellow,XXL,kids,Linen,Winter,238.89,41%,2,$281.89,,,Kuwait,Installment,Returned,2.7,Changed mind
ORD-42799,Jacket Grey,Jackt,Forever21,,S,both,Wool,Winter,$271.94,17%,7,1579.97,2024-02-03,"February 05, 2024",Doha,Online,Processing,4.4,
ORD-99127,Blazer Blue,Blazer,Forever21,Blue,M,Men,Nylon,Autumn,156.42,31%,4,,04-01-2023,,الكويت,Online,Delivered,3.8,Late delivery
ORD-32547,skirt,skirts,Levi's,Brown,L,WOMEN,Silk,Spring,178.46,15%,1,151.69,12-02-2024,12-11-2024,Dubai,Online,Pending,4.7/5,
ORD-68530,Blazer,Blazer,Levi's,,L,Unisex,Silk,Summer,130.65,26%,6,580.09,12-05-2022,08-12-2022,Tunis,online,Pending,4.6,
ORD-86112,Sweater Brown,Sweater,H&M,Brown,m,Female,Linen,Autumn,413.64,17%,,3433.21,"January 04, 2024",18-01-2024,Tunis,Credit Card,delivered,4.6,Defective
ORD-53737,T-Shirt,t_shirt,Puma,Red,LARGE,Men,,Spring,$59.18,30%,2,$82.85,04-15-2024,19/04/2024,Alexandria,Online,Delivered,2.9,
ORD-96021,Hoodie Brown,Hoodie,Forever21,Brown,  M  ,unisex,,Summer,407.47,33%,11,-3003.05,"November 21, 2024",22/11/2024,Kuwait,Cash,Returned,4.4,Changed mind
ORD-50430,Coat,Coat,Levi's,Pink,XL,Kids,Polyester,N/A,326.55,15%,18,4996.22,06-04-2022,12-04-2022,Dubai,Online,Returned,4.8,Wrong size
ORD-15358,Jacket Pink,Jacket,uniqlo,Pink,xsmall,Kids,Wool,Spring,197.59,44%,8.0,885.20,24-07-2022,2022/07/25,Cairo,Credit Card,Pending,3.1,
ORD-38389,Dress Red,Dress,Forever21,Red,XL,F,Cotton,Summer,479.54,30%,19,,04/08/2023,2023/08/06,Casablanca,Credit Card,Processing,3.6,
ORD-23772,Skirt Pink,Skirt,Puma,Pink,S,FEMALE,Nylon,Autumn,140.12,41%,5,413.35,09-07-2023,2023-09-08,Alexa,Cash,Delivered,3.2,
ORD-78373,Dresses,Dress,Nike,Pink,L,Unisex,Linen,Winter,78.16,47%,17,704.22,05/02/2022,02-12-2022,كازابلانكا,Credit Card,Delivered,2.7,Late delivery
ORD-15054,Sweater Blue,Swater,Uniqlo,Blue,XL,Women,Leather,Spring,203.31,12%,4,716,07-25-2023,2023/08/07,Dubay,Installment,Returned,7,
ORD-35579,Hoodie Blue,HOODIE,Puma,Blue,M,Men,Denim,Autumn,65.48,24%,1,49.76,2022/02/01,15-02-2022,Kuwait,Cash,pending,4.5,
ORD-46809,Blazer,Blazr,Zara,Black,L,Female,Wool,Spring,73.59,26%,17,925.76,01-19-2023,"January 31, 2023",Casablanca,Online,Pending,3.3,Changed mind
ORD-54708,Dress Grey,Dress,Puma,Grey,m,Women,Linen,Winter,118.48,44%,14,928.88,2024/11/15,19/11/2024,  Amman  ,Debit Card,Processing,1.6,Late delivery
ORD-28806,T-Shirt,T-Shirt,Puma,Brown,XS,Unisex,Silk,Autumn,76.28,16%,19,EGP 1217.43,"May 14, 2023","May 16, 2023",Doha,Cash,Processing,4.6,Wrong size
ORD-82173,Shorts,shorts,Mango,White,l,women,Wool,Autumn,261.05,18%,7,1498.43,01-23-2022,01-28-2022,Dooha,Online,Processing,1.3,Defective
ORD-23675,Shorts Brown,Shorts,Forever21,Brown,xlarge,uni,Wool,Winter,-308.17,45%,1,169.49,"June 17, 2024",,الاسكندرية,Online,processing,2.4,Changed mind
ORD-86374,T-Shirt Green,t_shirt,Puma,Green,XL,Men,Cotton,Autumn,422.33,4%,14,5676.12,2024-04-06,04-17-2024,DUBAI,Online,Delivered,4.6,
ORD-67481,Coat Pink,coat,Puma,Pink,M,child,Polyester,Autumn,201.59,49%,12.0,1233.73,07-10-2022,N/A,Doha,Cash,Pending,2.3,Defective
ORD-61362,Hoodie Grey,Hoody,H&M,Grey,M,Men,Wool,Summer,67.24,30%,,376.54,2022/03/24,03-29-2022,cairo,Online,Cancelled,2.2,Late delivery
ORD-31899,dress,Dresses,Adidas,Yellow,L,Men,,Winter,84.14,20%,12,807.74,01-15-2023,25-01-2023,Alexandria,Cash,Pending,2.5,
ORD-46157,Dress Purple,Dress,Gucci,Purple,XL,M,Polyester,Summer,66.76,48%,1,34.72,,2024-08-31,Alexandria,installment,Delivered,2.5,
ORD-21450,Jacket Green,Jacket,Mango,Green,L,Male,Cotton,Summer,131.24,8%,16,1932,2024/05/29,2024-05-31,Tunis City,Credit Card,Returned,2.3,
ORD-90329,Hoody,Hoodie,Uniqlo,Pink,XXL,childrens,Linen,Spring,465.31,,,,"April 26, 2023",2023/05/02,Dubay,Cash,Delivered,3.7,
ORD-83537,Jacket Grey,Jaket,Puma,Grey,l,Kids,Linen,Autumn,92.66,11%,10,824.67,29/09/2022,2022-10-03,Doha,Installment,Delivered,6,
ORD-45187,Coat Pink,coat,Levi's,Pink,XL,Women,Nylon,Summer,$326.89,46%,12,2118.25,26/01/2023,27-01-2023,Casablanca,Credit Card,Cancelled,1.4,
ORD-26366,Jacket Black,Jackt,Puma,Black,2xl,both,Linen,Spring,266.88,39%,20,3255.94,N/A,06-21-2024,Alexa,Installment,Cancelled,2.9,Defective
ORD-11869,Jacket Blue,JACKET,Uniqlo,,Lg,Women,Silk,Spring,335.97,1%,7,2328.27,09-19-2023,24/09/2023,Alexandria,Online,Delivered,4.2,
ORD-21149,Dress Grey,Dress,Gucci,,S,Kids,Polyester,Summer,397.04,11%,19,6713.95,2024/12/16,"December 21, 2024",Dubai,Debit Card,Pending,4.1,
ORD-48891,Jacket Grey,JACKET,Uniqlo,Grey,s,Women,Nylon,Summer,33.24,33%,1,22,15-10-2023,,Beirut,Credit Card,Returned,2.0,
ORD-69698,Jeans,Jean,Adidas,Grey,Med,Kids,Polyester,Autumn,331.48,49%,14,EGP 2366.77,2024-07-09,2024-07-14,الاسكندرية,Installment,Processing,1.3,
ORD-89042,Blazer,  Blazer  ,Zara,Pink,XL,Unisex,Wool,Winter,257.65 USD,11%,-14,3210.32 USD,15/05/2022,,Tunis,Online,Pending,4.0,Defective
ORD-58270,Skirt Grey,Skirt,H&M,Grey,m,  Unisex  ,Linen,Spring,190.77,,10,1621.55,12/05/2023,20-05-2023,Kuwait,Online,Delivered,,Late delivery
ORD-32861,Hoodie Yellow,Hoodie,Zara,Yellow,XL,Unisex,Cotton,Winter,282.78,2%,11.0,3048.37,29-09-2023,,Cairo,Online,Pending,2.7,
ORD-54559,Jacket,jacket,Adidas,Red,S,men,Leather,Spring,$437.30,9%,1,$397.94,2022/01/25,,Cairo,Credit Card,Cancelled,4.8,Wrong size
ORD-44775,Jacket Purple,jacket,H&M,Purple,L,Male,Cotton,Autumn,220.51,34%,7,1018.76,"November 09, 2023",,الاسكندرية,Cash,Processing,1.9,Changed mind
ORD-54938,Jacket Purple,Jacket,Puma,Purple,X-S,Men,Denim,Winter,$115.39,42%,,1204.67,13/03/2022,2022-03-17,تونس,Installment,Cancelled,3.0,Late delivery
ORD-25994,jacket,Jaket,H&M,Blue,XL,Men,Denim,Winter,415.56,0%,11,4571.16,2023-09-17,"September 30, 2023",beirut,Debit Card,Delivered,1.9/5,
ORD-32117,Sweater Black,Sweater,Puma,Black,s,Unisex,Leather,Autumn,174.80,12%,NULL,615.30,14/01/2023,01-22-2023,Cairo,Credit Card,Returned,3.6,
ORD-69128,Coat Brown,Coatt,Gucci,Brown,S,men,Leather,Summer,491.05,6%,7,3231.11,N/A,2024/12/01,Amman,Debit Card,Cancelled,4.6/5,
ORD-92640,Jacket Red,Jaket,Forever21,Red,XXL,child,Linen,Spring,73.40,25%,2,110.10,2022/02/16,02-27-2022,Dooha,Debit Card,Delivered,2.9,
ORD-14867,  Coat  ,Kot,Nike,Black,XXL,Women,Wool,Summer,234.59,16%,16,3152.89 USD,2024/08/10,2024/08/22,الرياض,Debit Card,Returned,4.9,
ORD-70631,Sweater,Sweater,Levi's,Blue,XL,Kids,Polyester,N/A,49.36,39%,14,421.53,04/03/2024,14-03-2024,Casablanca,Credit Card,Delivered,1.5/5,Late delivery
ORD-57239,Coat Blue,coat,Levi's,Blue,S,Unisex,Silk,Spring,439.62,22%,6,2057.42,"March 19, 2024",,alexandria,Online,pending,1.7,Wrong size
ORD-22750,Dress Pink,Dres,Nike,Pink,XL,Kids,Wool,Winter,211.90,9%,1.0,192.83,29/10/2023,,Alexandria,Installment,Pending,1.8,
ORD-94607,Dress Brown,Dress,H&M,,XS,Men,Cotton,Spring,395.72,20%,20,$6331.52,10-05-2022,"October 18, 2022",casablanca,Credit Card,Cancelled,2.3,
ORD-39240,Blazer Grey,Blazr,Puma,Grey,s,Women,,Summer,146.89,8%,6,,2022-11-25,04/12/2022,KUWAIT,Credit Card,Delivered,1.7,
ORD-57526,Skirt Black,Skirt,Levi's,Black,XS,Child,Nylon,Summer,,25%,4,$368.16,17/09/2023,"September 22, 2023",Beirut,Credit Card,Cancelled,4.8,Changed mind
ORD-84908,hoodie,Hoodie,Puma,Red,L,both,Silk,Autumn,EGP 271.01,1%,14,3756.20,"December 15, 2022",21-12-2022,Dubai,Debit Card,Pending,3.7,
ORD-55255,t_shirt,tshirt,Puma,Red,s,Women,Nylon,Autumn,$331.10,20%,7,1854.16,27/11/2024,2024-12-08,KUWAIT,Credit Card,Returned,,Wrong size
ORD-99095,T-Shirt Red,T-Shirt,Puma,Red,XS,Unisex,Cotton,Spring,375.52,46%,18,3650.05,19-08-2022,08-22-2022,Alexandria,Cash,Cancelled,2.7,
ORD-67639,Dress Purple,Dress,Levi's,Purple,M,Unisex,Leather,Autumn,EGP 116.59,36%,3,$223.85,2022-04-12,2022-04-14,TUNIS,Online,Pending,4.3,Wrong size
ORD-22844,T-Shirt Black,T-Shirt,Puma,Black,XS,Male,Polyester,Summer,447.25,20%,15,5367.00,24-12-2023,31-12-2023,Tunis,Installment,Pending,4.4,Defective
ORD-80141,Sweater Grey,Sweater,Mango,Grey,S,Unisex,Polyester,Winter,,3%,15,5505.28,2023-10-03,2023/10/17,Cairo,Credit Card,Returned,3.5,
ORD-15277,Coat Blue,Coatt,Zara,Blue,XL,Women,Polyester,Spring,,27%,18,5990.26,04-21-2024,2024-05-02,Riyadh,Installment,Delivered,,
ORD-60183,Shorts Grey,shorts,Puma,Grey,SMALL,Child,Cotton,Summer,431.13 USD,1%,7,2987.73,26/02/2022,2022/03/11,Riyadh,Credit Card,Pending,2.4,Late delivery
ORD-15686,Coat Brown,COAT,Zara,Brown,L,Unisex,Leather,Spring,102.29,38%,7,443.94,,"April 10, 2022",CAIRO,Installment,Returned,1.2,
ORD-11556,Hoodie Green,Hoodie,Adidas,Green,XXL,Unisex,Polyester,Summer,270.83,27%,14,2767.88 USD,"May 29, 2023",2023-06-09,Cairo,Credit Card,Returned,1.6,
ORD-16208,T-Shirt White,Tshirts,Levi's,White,xs,Woman,Polyester,Autumn,366.74,41%,4,865.51,2024/11/21,2024-11-24,  Dubai  ,Debit Card,Delivered,1.7,
ORD-71447,Jacket Blue,Jacket,Mango,Blue,XLARGE,Kids,Cotton,Spring,389.16,7%,1,361.92,"April 10, 2022",2022-04-19,BEIRUT,Cash,Pending,4.2,Defective
ORD-77681,Shorts Brown,Shortz,H&M,,XXL,uni,Denim,Summer,297.96,45%,3.0,491.63,10-02-2024,2024/02/14,عمان,online,cancelled,3.1,Changed mind
ORD-38123,Jacket Black,Jacket,Nike,Black,XL,Men,Leather,Spring,80.08,41%,,850.45,2023-07-03,04/07/2023,Cairo,Installment,Returned,1.5/5,
ORD-66372,Dress Green,dress,H&M,Green,Med,Women,Leather,Winter,-328.04,21%,17,4405.58 USD,12-11-2023,16-12-2023,Beirut,Installment,Delivered,3.5,
ORD-99957,T-Shirt Red,T-Shirt,Puma,Red,L,Men,Polyester,Winter,377.73,19%,-16,EGP 4895.38,2024/12/05,12-12-2024,Dubai,Debit Card,Cancelled,3.1,Wrong size
ORD-97591,Sweater Black,Sweater,H&M,Black,extra small,Kids,,Summer,346.99,28%,16,3941.81,09-09-2022,"September 20, 2022",Alexandria,Debit Card,Cancelled,2.7,Changed mind
ORD-41729,Jeans Blue,denim pants,Uniqlo,Blue,L,Woman,Wool,Autumn,324.22,,6,1458.99,,N/A,Amman,Online,Delivered,4.8,
ORD-24692,Dresses,Dress,Levi's,Brown,2xl,Children,,Autumn,201.13,22%,11,1725.70,01/09/2023,2023-09-07,RIYADH,Debit Card,Pending,2.3,Wrong size
